,x_emb,y_emb,n,tau,tau_colours
231,0.5704465530227613,-0.3938679357234974,200,1,#CA054D
232,0.6080771762888751,-0.3078921941214301,200,1,#CA054D
233,0.5618700839786631,0.4780550286351354,200,0,#41b6c4
234,0.6565450181811421,-0.4015024357966315,200,1,#CA054D
235,0.6409381070206619,-0.30848099946819396,200,1,#CA054D
236,0.6601353310959018,-0.43268788048123763,200,1,#CA054D
237,0.6746510140779683,0.499515952826503,200,0,#41b6c4
238,0.5416834936169145,0.29867951904359546,200,0,#41b6c4
239,0.6409767265722341,0.34055146833925787,200,0,#41b6c4
240,0.5798413017844254,0.43538043385056996,200,0,#41b6c4
241,0.5309951750903189,0.4286021955494898,200,0,#41b6c4
242,0.5050405417907365,0.4356859532366499,200,0,#41b6c4
243,0.5614959422452565,0.494422949509124,200,0,#41b6c4
244,0.674342912175536,-0.3968157783805257,200,1,#CA054D
245,0.5804370319040912,-0.4145766447692422,200,1,#CA054D
246,0.5248204776937123,0.6265451873889888,200,0,#41b6c4
247,0.5952096426910787,-0.32125301767509584,200,1,#CA054D
248,0.5157425075596926,0.49744022007490807,200,0,#41b6c4
249,0.5386231662632716,0.36607008360673454,200,0,#41b6c4
250,0.5915164836528789,0.3762437114846664,200,0,#41b6c4
251,0.5772696051236852,0.5055234956621775,200,0,#41b6c4
252,0.6075803642251956,-0.44736015740137297,200,1,#CA054D
253,0.5914217898014822,0.37977371561704604,200,0,#41b6c4
254,0.6455343127683051,-0.37260590066333943,200,1,#CA054D
255,0.5370024013263898,0.3898470715292387,200,0,#41b6c4
256,0.509255616362508,-0.3715388153907102,200,1,#CA054D
257,0.5167612217831082,-0.3644805032367657,200,1,#CA054D
258,0.6701642073361355,0.48178838494806986,200,0,#41b6c4
259,0.6134568428025655,-0.47774737600102096,200,1,#CA054D
260,0.5489291786144268,0.401616832435301,200,0,#41b6c4
261,0.6753667150572362,-0.36887735661464305,200,1,#CA054D
262,0.5965316898979961,-0.26559101225647985,200,1,#CA054D
263,0.6387300185469847,-0.4453123609576852,200,1,#CA054D
264,0.6477686455468057,0.5158686834906859,200,0,#41b6c4
265,0.5886531929631311,-0.3801203953749193,200,1,#CA054D
266,0.5078499191557077,0.24457953830787568,200,0,#41b6c4
267,0.6100718393201983,-0.49513288706174624,200,1,#CA054D
268,0.5936752306267956,0.41787203356280345,200,0,#41b6c4
269,0.7791367918178417,-0.4140981584041692,200,1,#CA054D
270,0.6238440109530816,-0.4085089304964731,200,1,#CA054D
271,0.5642105737658073,-0.34693871958760963,200,1,#CA054D
272,0.5919238405935572,-0.2748869301273964,200,1,#CA054D
273,0.555800980002219,-0.4754958737286854,200,1,#CA054D
274,0.553874267089248,0.4951792644150301,200,0,#41b6c4
275,0.6637543400792294,0.4794670376001363,200,0,#41b6c4
276,0.6253238226490343,-0.4905124528545154,200,1,#CA054D
277,0.5546730261940829,-0.36156027880568453,200,1,#CA054D
278,0.5923942293524288,0.37925854337140896,200,0,#41b6c4
279,0.5818917575971193,0.4882217461487639,200,0,#41b6c4
280,0.664761565234877,0.5135220884874055,200,0,#41b6c4
281,0.6625186353989573,-0.3914384242916958,200,1,#CA054D
282,0.5943888862280597,-0.40011376519005726,200,1,#CA054D
283,0.5799264717629555,0.4710803094945188,200,0,#41b6c4
284,0.6264453227156853,-0.32625582358452243,200,1,#CA054D
285,0.6259191562384939,-0.40207605686588443,200,1,#CA054D
286,0.5713779106860403,-0.3338873784605432,200,1,#CA054D
287,0.6239226430036586,-0.43344867842231527,200,1,#CA054D
288,0.6367566641603764,-0.415360179855568,200,1,#CA054D
289,0.6140316542383393,-0.502114559912334,200,1,#CA054D
290,0.7261978551211248,-0.48405512691636166,200,1,#CA054D
291,0.6119692844759188,-0.44404344302576215,200,1,#CA054D
292,0.6309893832017884,-0.22039559728814653,200,1,#CA054D
293,0.46862381468170133,0.4354777244309553,200,0,#41b6c4
294,0.5301007096798528,0.34196068922200923,200,0,#41b6c4
295,0.6016513232210348,0.34792875532348494,200,0,#41b6c4
296,0.6221214319555951,-0.3557856414753249,200,1,#CA054D
297,0.633136952396598,-0.3322406296151259,200,1,#CA054D
298,0.50831127520332,0.1938039892000768,200,0,#41b6c4
299,0.5671266883631044,-0.325438637464325,200,1,#CA054D
300,0.5840193894244137,0.4141416874054885,200,0,#41b6c4
301,0.5867505064375628,0.43509245245159556,200,0,#41b6c4
302,0.6086667575187288,-0.40535717430854745,200,1,#CA054D
303,0.6697183238009153,-0.2832890016031754,200,1,#CA054D
304,0.6008951034621466,0.16573155510806137,200,0,#41b6c4
305,0.6143787093571144,0.49997984446792326,200,0,#41b6c4
306,0.5699423482089734,0.32211743773550633,200,0,#41b6c4
307,0.5504972297491803,-0.3839134275982823,200,1,#CA054D
308,0.5320714929546566,0.48084205972594163,200,0,#41b6c4
309,0.5858552346634284,0.397636407308868,200,0,#41b6c4
310,0.6528512759853649,-0.4632623187723066,200,1,#CA054D
311,0.5321681390748958,0.4274349847820318,200,0,#41b6c4
312,0.5706587222353635,0.5371635186506837,200,0,#41b6c4
313,0.6249285780296177,-0.3139719049578889,200,1,#CA054D
314,0.5423354831985462,0.5240645744610898,200,0,#41b6c4
315,0.6211366522268836,-0.35477582140948005,200,1,#CA054D
316,0.5933434394156126,0.25038273815449485,200,0,#41b6c4
317,0.5870547699410306,0.46510377409772463,200,0,#41b6c4
318,0.5543343106869907,0.4302988142332944,200,0,#41b6c4
319,0.6163378451377203,0.3361004859294817,200,0,#41b6c4
320,0.6802948293969004,-0.353775457735479,200,1,#CA054D
321,0.5755175856832517,0.38163624664125456,200,0,#41b6c4
322,0.5807118775052204,0.3833383802394523,200,0,#41b6c4
323,0.5373938697443554,0.3006903072408943,200,0,#41b6c4
324,0.6523741651882102,-0.32642162723323825,200,1,#CA054D
325,0.6776509305282833,-0.335354596475524,200,1,#CA054D
326,0.6391605428119073,-0.40030418904731346,200,1,#CA054D
327,0.5988497258279731,-0.4134266510405876,200,1,#CA054D
328,0.5228261488587572,0.3539430165325183,200,0,#41b6c4
329,0.5449585017017294,0.48657568373774573,200,0,#41b6c4
330,0.526978686786123,0.41416629772470337,200,0,#41b6c4
331,0.482033985610898,0.4415105041603081,200,0,#41b6c4
332,0.6108871174167134,0.5705963523166354,200,0,#41b6c4
333,0.6650336658453219,-0.24899527224525467,200,1,#CA054D
334,0.5926603346258629,0.4490451168372543,200,0,#41b6c4
335,0.6102807231639527,0.3866103119821714,200,0,#41b6c4
336,0.5558186259539365,0.44445666589827315,200,0,#41b6c4
337,0.646769887638448,-0.46283402306657795,200,1,#CA054D
338,0.6071260197155902,-0.3320895463348426,200,1,#CA054D
339,0.5789942480907322,-0.31809043503333123,200,1,#CA054D
340,0.5189753818326354,0.5314299874109797,200,0,#41b6c4
341,0.6004306744107523,-0.3004025022196677,200,1,#CA054D
342,0.6054423079999548,-0.23246762037663962,200,1,#CA054D
343,0.6320059736771304,-0.4777161014609588,200,1,#CA054D
344,0.5999956120233821,-0.3449971130165587,200,1,#CA054D
345,0.5924587368349623,-0.33879457821652686,200,1,#CA054D
346,0.6220306615791851,0.34224122822007397,200,0,#41b6c4
347,0.6166203002636312,0.4831527692651592,200,0,#41b6c4
348,0.6533716111915586,-0.4568855884109304,200,1,#CA054D
349,0.6391949095501979,-0.33955227057609805,200,1,#CA054D
350,0.5681506774979102,-0.3834644147901085,200,1,#CA054D
351,0.5154963122242504,0.4310776187893792,200,0,#41b6c4
352,0.629984647833127,0.5300788555677317,200,0,#41b6c4
353,0.5469811742164208,0.38165280358232323,200,0,#41b6c4
354,0.6138480783544331,0.4154587032293944,200,0,#41b6c4
355,0.5670488770912574,-0.3927737317277708,200,1,#CA054D
356,0.6905348827802354,-0.5584078209327876,200,1,#CA054D
357,0.5584544594413434,0.5186963191804014,200,0,#41b6c4
358,0.5379056374904004,0.34356900159170417,200,0,#41b6c4
359,0.5592614468439618,-0.35688621289105554,200,1,#CA054D
360,0.6196291350037445,-0.345239532741276,200,1,#CA054D
361,0.60771795362403,0.33568694550621037,200,0,#41b6c4
362,0.7075512129685813,-0.29317816885978715,200,1,#CA054D
363,0.5252221092749714,0.3045419693859257,200,0,#41b6c4
364,0.6596801556579147,0.46000553494406116,200,0,#41b6c4
365,0.710480510140527,-0.49744191537103266,200,1,#CA054D
366,0.594949672150779,0.4737103588541261,200,0,#41b6c4
367,0.6655152824430841,0.2921014883831828,200,0,#41b6c4
368,0.5549233495118389,-0.38345432010470903,200,1,#CA054D
369,0.649737414234791,0.49590074666448203,200,0,#41b6c4
370,0.6053507596155733,0.36084440614605556,200,0,#41b6c4
371,0.6357457980305262,-0.4228169843942218,200,1,#CA054D
372,0.7162800288956082,-0.3757498333158867,200,1,#CA054D
373,0.6594878057693023,0.4026107105247395,200,0,#41b6c4
374,0.6208886554155322,-0.42096838290384614,200,1,#CA054D
375,0.6198285212944978,0.32345283344603554,200,0,#41b6c4
376,0.6250712776414077,-0.3772151908116334,200,1,#CA054D
377,0.6246870375914018,-0.3621325459118722,200,1,#CA054D
378,0.5146831326093201,-0.27420496082183554,200,1,#CA054D
379,0.5589211831382147,0.4714385241769596,200,0,#41b6c4
